0,110,1
0,126,1
0,185,1
0,202,1
0,215,1
0,256,1
0,363,1
1,91,1
1,137,1
2,126,1
3,85,1
3,126,1
3,134,1
3,137,1
3,177,1
3,215,1
3,256,1
3,279,1
4,263,1
5,4,1
5,33,1
5,65,1
5,71,1
5,77,1
5,85,1
5,102,1
5,118,1
5,126,1
5,134,1
5,137,1
5,177,1
5,185,1
5,256,1
5,349,1
5,363,1
6,13,1
6,77,1
6,93,1
6,126,1
6,137,1
6,349,1
7,77,1
7,137,1
7,349,1
8,246,1
9,246,1
10,77,1
10,126,1
10,137,1
10,349,1
11,137,1
11,215,1
12,65,1
12,77,1
12,89,1
12,126,1
12,127,1
12,128,1
12,137,1
12,167,1
12,177,1
12,271,1
12,349,1
13,83,1
13,335,1
14,126,1
14,137,1
14,363,1
15,273,1
16,137,1
16,217,1
17,1,1
17,167,1
18,55,1
18,80,1
18,87,1
18,112,1
18,126,1
18,137,1
18,167,1
19,177,1
20,25,1
21,77,1
21,126,1
21,256,1
21,300,1
21,349,1
22,71,1
22,77,1
22,85,1
22,126,1
22,134,1
22,137,1
22,256,1
22,349,1
23,18,1
23,77,1
23,137,1
23,214,1
23,349,1
24,109,1
24,184,1
24,203,1
24,210,1
24,246,1
24,276,1
24,333,1
25,137,1
25,202,1
26,10,1
26,77,1
26,113,1
26,126,1
26,137,1
26,171,1
26,190,1
26,257,1
26,267,1
26,296,1
26,349,1
27,37,1
27,59,1
27,77,1
27,89,1
27,110,1
27,112,1
27,126,1
27,127,1
27,128,1
27,137,1
27,160,1
27,171,1
27,190,1
27,215,1
27,257,1
27,267,1
27,296,1
27,349,1
28,4,1
28,59,1
28,62,1
28,77,1
28,85,1
28,89,1
28,110,1
28,126,1
28,127,1
28,128,1
28,134,1
28,137,1
28,177,1
28,215,1
28,256,1
28,325,1
28,349,1
29,71,1
29,126,1
29,290,1
30,77,1
30,85,1
30,134,1
30,137,1
30,256,1
30,349,1
31,77,1
31,81,1
31,85,1
31,126,1
31,134,1
31,137,1
31,190,1
31,194,1
31,256,1
31,349,1
32,39,1
32,59,1
32,65,1
32,74,1
32,95,1
32,102,1
32,118,1
32,149,1
32,153,1
32,239,1
32,253,1
32,304,1
32,320,1
32,355,1
33,59,1
33,342,1
34,10,1
34,109,1
34,177,1
34,221,1
34,246,1
34,315,1
34,359,1
35,51,1
35,77,1
35,94,1
35,124,1
35,137,1
35,152,1
35,153,1
35,193,1
35,201,1
35,308,1
35,349,1
35,353,1
35,361,1
36,4,1
36,77,1
36,85,1
36,103,1
36,126,1
36,134,1
36,137,1
36,256,1
36,316,1
36,325,1
36,349,1
37,71,1
37,77,1
37,299,1
37,349,1
38,71,1
38,77,1
38,126,1
38,137,1
38,177,1
38,190,1
38,279,1
38,349,1
38,363,1
39,4,1
39,69,1
39,89,1
39,102,1
39,110,1
39,126,1
39,128,1
39,137,1
39,156,1
39,185,1
39,325,1
39,329,1
39,355,1
39,363,1
40,10,1
40,19,1
40,36,1
40,43,1
40,45,1
40,109,1
40,177,1
40,180,1
40,233,1
40,246,1
40,266,1
40,276,1
40,292,1
40,323,1
41,4,1
41,62,1
41,73,1
41,77,1
41,85,1
41,89,1
41,108,1
41,126,1
41,128,1
41,130,1
41,134,1
41,137,1
41,177,1
41,190,1
41,195,1
41,256,1
41,349,1
42,2,1
42,19,1
42,25,1
42,69,1
42,94,1
42,98,1
42,112,1
42,114,1
42,137,1
42,138,1
42,148,1
42,152,1
42,159,1
42,165,1
42,177,1
42,201,1
42,207,1
42,218,1
42,227,1
42,232,1
42,282,1
42,312,1
42,321,1
42,322,1
42,323,1
42,348,1
43,107,1
43,120,1
43,177,1
43,240,1
43,289,1
43,364,1
44,4,1
44,9,1
44,57,1
44,78,1
44,137,1
44,163,1
44,177,1
44,220,1
44,235,1
44,254,1
44,310,1
44,318,1
44,325,1
44,327,1
44,350,1
44,365,1
45,126,1
45,137,1
46,85,1
46,89,1
46,126,1
46,128,1
46,134,1
46,177,1
46,256,1
47,120,1
47,126,1
47,164,1
47,177,1
47,256,1
47,289,1
47,291,1
47,297,1
47,328,1
48,120,1
48,137,1
48,234,1
48,255,1
48,316,1
49,10,1
49,109,1
49,246,1
49,323,1
50,127,1
51,126,1
51,217,1
52,137,1
53,4,1
53,42,1
53,256,1
53,325,1
54,4,1
54,108,1
54,126,1
54,151,1
54,202,1
54,348,1
54,363,1
55,77,1
55,85,1
55,108,1
55,134,1
55,137,1
55,256,1
55,290,1
55,349,1
56,77,1
56,108,1
56,126,1
56,137,1
56,202,1
56,349,1
57,4,1
57,37,1
57,59,1
57,77,1
57,85,1
57,89,1
57,110,1
57,126,1
57,127,1
57,128,1
57,134,1
57,137,1
57,151,1
57,152,1
57,177,1
57,190,1
57,215,1
57,256,1
57,290,1
57,349,1
58,85,1
58,134,1
58,137,1
58,256,1
59,4,1
59,10,1
59,77,1
59,85,1
59,89,1
59,126,1
59,128,1
59,134,1
59,137,1
59,190,1
59,256,1
59,271,1
59,325,1
59,349,1
60,77,1
60,89,1
60,113,1
60,126,1
60,128,1
60,137,1
60,202,1
60,349,1
61,62,1
61,77,1
61,126,1
61,171,1
61,256,1
61,268,1
61,272,1
61,349,1
62,70,1
62,126,1
62,137,1
62,194,1
63,169,1
63,190,1
63,256,1
64,77,1
64,89,1
64,126,1
64,128,1
64,171,1
64,190,1
64,202,1
64,257,1
64,267,1
64,341,1
64,349,1
65,4,1
65,71,1
65,77,1
65,85,1
65,103,1
65,126,1
65,134,1
65,137,1
65,151,1
65,167,1
65,190,1
65,230,1
65,256,1
65,318,1
65,325,1
65,349,1
66,3,1
66,18,1
66,65,1
66,89,1
66,126,1
66,128,1
66,137,1
66,177,1
66,211,1
66,298,1
66,313,1
67,68,1
67,83,1
67,115,1
67,126,1
67,127,1
67,143,1
67,157,1
67,164,1
67,167,1
67,171,1
67,177,1
67,216,1
67,244,1
67,267,1
67,274,1
67,328,1
67,335,1
67,336,1
67,360,1
68,10,1
68,256,1
69,10,1
69,19,1
69,24,1
69,40,1
69,95,1
69,97,1
69,98,1
69,102,1
69,109,1
69,114,1
69,124,1
69,126,1
69,137,1
69,149,1
69,150,1
69,151,1
69,152,1
69,160,1
69,165,1
69,177,1
69,190,1
69,198,1
69,201,1
69,243,1
69,246,1
69,252,1
69,256,1
69,292,1
69,321,1
69,329,1
69,355,1
69,363,1
69,364,1
70,4,1
70,8,1
70,37,1
70,44,1
70,56,1
70,59,1
70,77,1
70,85,1
70,89,1
70,91,1
70,92,1
70,95,1
70,110,1
70,123,1
70,126,1
70,127,1
70,128,1
70,134,1
70,137,1
70,149,1
70,157,1
70,158,1
70,160,1
70,161,1
70,171,1
70,177,1
70,185,1
70,190,1
70,197,1
70,215,1
70,245,1
70,256,1
70,288,1
70,302,1
70,318,1
70,325,1
70,349,1
71,85,1
71,134,1
71,256,1
72,112,1
72,132,1
72,177,1
72,290,1
73,85,1
73,134,1
73,137,1
73,256,1
74,39,1
74,73,1
74,77,1
74,108,1
74,126,1
74,130,1
74,177,1
74,349,1
75,77,1
75,101,1
75,126,1
75,349,1
76,77,1
76,126,1
76,137,1
76,177,1
76,190,1
76,311,1
76,349,1
76,363,1
77,85,1
77,134,1
77,137,1
77,146,1
77,256,1
78,77,1
78,126,1
78,137,1
78,349,1
79,10,1
79,65,1
79,89,1
79,126,1
79,128,1
79,137,1
79,190,1
79,256,1
80,14,1
80,18,1
80,27,1
80,77,1
80,117,1
80,137,1
80,147,1
80,169,1
80,195,1
80,267,1
80,349,1
81,77,1
81,105,1
81,126,1
81,137,1
81,158,1
81,177,1
81,190,1
81,209,1
81,245,1
